Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Total Students,Average GPA,Variance
IE,598,Electronic Trading,1,6,8,4,2,0,0,0,0,0,0,0,0,0,21,3.6514285714285717,0.10072653061224489
IE,598,Machine Learning in Fin Lab,6,29,26,4,0,0,0,0,0,0,0,0,0,0,65,3.826769230769231,0.041175715976331365
IE,598,Neural Ntwks and Deep Learning,10,21,8,4,6,0,0,0,0,0,0,0,0,0,49,3.768979591836735,0.12350304039983341
IHLT,101,Introduction to i-Health,0,350,0,0,68,1,0,35,1,0,11,0,13,2,479,3.5268058455114826,0.5286950726690836
IHLT,102,Survey of Interdisc Health,266,345,68,29,37,10,9,12,7,1,7,1,15,1,807,3.709405204460966,0.28858712507423756
IHLT,230,Leadership in Health,24,31,8,2,1,0,1,0,0,0,0,0,2,0,69,3.7876811594202904,0.08339669354568661
IHLT,232,Health Disparities in the U.S.,6,39,5,1,5,0,0,1,0,0,0,0,2,0,59,3.7064406779661017,0.15989063633575
IHLT,240,Aging and Health Policy,20,23,4,4,3,3,1,2,0,0,0,0,0,0,60,3.7223333333333333,0.2783478888888889
IHLT,375,Interdis Collab in Health Serv,51,240,28,4,18,1,1,3,0,0,2,0,2,0,350,3.8487999999999998,0.14792735177142857
IHLT,474,Pre-Field Experience in Health,78,134,13,3,17,5,1,2,2,1,2,1,7,0,266,3.698195488721805,0.29513528092094093
IHLT,475,Field Experience in i-Health,69,123,7,8,13,1,1,3,0,0,0,0,3,0,228,3.817236842105263,0.13413012229977644
INFO,102,Little Bits to Big Ideas,37,225,60,80,157,35,25,51,14,4,28,5,24,6,745,3.113221476510067,0.6880307615746192
INFO,103,Introduction to Programming,21,72,26,24,25,13,9,12,4,2,13,0,17,4,238,3.043529411764706,0.7750883341571922
INFO,202,Social Aspects Info Systems,7,14,35,35,32,21,8,5,3,0,1,0,0,2,161,3.2032298136645965,0.33576472358319503
INFO,202,Social Aspects Info Tech,61,373,179,145,135,68,48,38,27,12,19,6,38,5,1149,3.25,0.5706779808529155
INFO,390,Web Technologies & Techniques,0,7,3,5,3,6,0,3,0,0,0,0,0,0,27,3.21037037037037,0.42035912208504805
INFO,403,Game Design: Virtual Worlds,12,26,5,2,2,3,1,0,0,0,0,0,0,0,51,3.791176470588235,0.18262606689734717
INFO,490,Advanced Data Science,44,193,31,20,32,5,5,21,1,0,5,1,4,0,362,3.587596685082873,0.45196024645511496
INFO,490,An Introduction to Game Design,0,2,4,5,4,3,4,0,0,0,0,0,0,0,22,3.1209090909090906,0.2791264462809917
INFO,490,Foundations of Data Science,42,185,39,49,87,10,9,40,3,2,10,1,6,2,483,3.356749482401657,0.5718583730056892
INFO,490,Intro to Prog for Data Science,0,18,7,1,2,2,0,0,1,0,0,0,3,0,34,3.353823529411765,0.3599119453490738
INFO,490,Introduction to Data Science,13,21,5,5,11,5,1,4,1,1,2,2,1,3,72,3.250277777777778,0.8211623446073387
INFO,490,Makerspace B: Open Studio,7,24,9,7,2,5,2,1,0,1,1,0,1,0,60,3.478,0.47046793333333337
INFO,490,The Video Game Dev Process,3,15,6,1,1,0,0,0,0,0,0,0,0,0,26,3.8596153846153842,0.06114985207100592
IS,310,Computing in the Humanities,0,4,3,5,9,0,0,0,0,0,1,0,1,0,23,3.1156521739130434,0.3859250760253144
IS,351,Design Info Interfaces,0,26,5,5,6,6,0,0,0,0,0,0,0,0,48,3.6045833333333337,0.24786232638888891
IS,403,Lit and Resources Children,3,76,6,3,1,0,0,0,0,0,0,0,0,0,89,3.9439325842696626,0.03056543365736649
IS,404,Lit and Resources Young Adults,3,62,9,3,0,0,0,0,0,0,0,0,0,1,77,3.935324675324675,0.026035284196323154
IS,409,Storytelling,0,60,2,0,4,1,0,1,0,0,0,0,0,0,68,3.8825000000000007,0.13305698529411764
IS,418,Community Engagement,0,15,6,1,0,0,0,0,0,0,0,0,0,0,22,3.8795454545454544,0.03559524793388431
IS,445,Info Books & Resources Youth,7,33,6,1,1,0,0,0,0,0,0,0,0,0,48,3.9239583333333337,0.03801558159722222
IS,446,Fantasy Lit/Media for Youth,0,16,8,1,0,0,0,0,0,0,0,0,0,0,25,3.8676,0.035274240000000005
IS,451,Intro to Network Systems,8,77,3,0,8,0,0,0,0,0,0,0,0,0,96,3.9063541666666666,0.07796691623263889
IS,452,Foundations Info Proc in LIS,0,19,4,1,1,0,0,0,0,0,0,0,0,0,25,3.8804000000000003,0.06107584
IS,452,Foundations Info Processing,3,139,10,5,8,5,0,0,0,0,0,0,2,0,172,3.829651162790698,0.10380420356069275
IS,453,Systems Analysis and Mgt,31,30,5,4,4,1,0,0,0,0,0,0,0,0,75,3.8712000000000004,0.09153056
IS,458,Instruc Strat Tech Info Prof,10,10,0,2,3,0,0,0,0,0,0,0,0,0,25,3.8264,0.12577504
IS,458,Instruction and Assistance Sys,117,146,29,18,16,2,3,2,1,0,0,0,1,0,335,3.833940298507463,0.13323791221925568
IS,490,Intro to Data Science,13,9,8,0,1,3,0,0,0,0,0,0,0,0,34,3.775588235294118,0.16075406574394466
IS,490,Intro to Technology in LIS,60,67,4,2,6,3,0,0,0,0,0,0,0,0,142,3.910915492957746,0.08107873933743305
IS,490,Introduction to Data Science,4,14,17,13,3,0,0,0,0,0,0,0,0,0,51,3.660392156862745,0.09421553248750479
IS,490,Introduction to Databases,18,194,103,42,22,8,7,7,1,1,1,0,8,2,412,3.610533980582524,0.2342729066134543
IS,490,Museum Informatics,11,36,15,4,0,0,0,1,0,0,0,0,1,0,68,3.799558823529412,0.09206528693008342
IS,501,Info Org and Access,30,1226,239,69,39,4,1,2,1,0,0,0,1,1,1612,3.8874565756823825,0.06188874276208534
IS,502,Libraries Info and Society,44,454,346,219,113,50,9,6,3,0,4,0,1,4,1249,3.6073418734987994,0.19954848649136764
IS,503,Use and Users of Information,0,18,3,1,2,1,0,0,0,0,0,0,0,0,25,3.8004000000000002,0.14193984
IS,504,Reference and Info Services,63,579,101,27,15,10,0,1,0,0,1,0,2,1,799,3.883954943679599,0.07494153988599007
IS,505,Adm Mgt of Libs Info Centers,90,305,63,20,25,7,2,1,0,0,0,0,4,0,517,3.8262282398452614,0.10179314292870559
IS,506,Youth Services Librarianship,57,182,29,12,7,0,0,2,1,0,1,0,1,0,292,3.8700684931506855,0.11666701537143621
IS,507,Cataloging and Classif I,39,72,24,3,12,6,0,1,0,0,0,0,0,0,157,3.796751592356688,0.15342702746561726
IS,507,Intr to Bibliographic Metadata,110,131,29,9,17,6,1,2,1,0,2,1,1,0,310,3.8002903225806457,0.2235873139840891
IS,508,Collection Development,9,176,14,6,8,0,0,0,1,0,0,0,1,0,215,3.8931627906976742,0.07458666412768689
IS,510,Adult Public Services,8,70,0,0,0,0,1,2,0,0,0,0,0,0,81,3.9299999999999997,0.1282962962962963
IS,514,History of Children's Lit,6,49,11,3,3,0,0,0,0,0,0,0,0,1,72,3.8800000000000003,0.06260833333333332
IS,515,Media Literacy for Youth,10,51,5,3,1,0,0,0,0,0,0,0,1,0,71,3.878028169014085,0.03937776709852444
IS,516,School Library Media Center,4,16,0,0,1,0,0,0,0,0,0,0,0,0,21,3.9523809523809526,0.045351473922902494
IS,518,Community Informatics,0,40,0,0,2,0,0,0,0,0,0,0,0,0,42,3.9523809523809526,0.045351473922902494
IS,524,Info Sources and Svcs Arts Hum,0,18,2,2,1,0,0,0,0,0,0,0,0,0,23,3.869565217391304,0.07496937618147446
IS,525,Government Information,0,61,5,2,2,0,0,0,0,0,0,0,0,0,70,3.9287142857142863,0.0440940612244898
IS,526,Searching Online Info Systems,18,14,4,6,0,2,0,0,0,0,0,0,0,0,44,3.8181818181818183,0.1184603305785124
IS,527,"Literacy, Reading, and Readers",0,20,2,0,1,0,0,0,0,0,0,0,0,0,23,3.927826086956522,0.047738752362948965
IS,531,Foundations of Data Curation,0,9,11,2,0,0,0,1,0,1,0,0,0,0,24,3.598333333333333,0.3896888888888889
IS,532,Theory & Pract Data Cleaning,93,64,23,2,7,0,0,0,0,0,0,0,0,0,189,3.9157142857142855,0.04793560090702948
IS,540,Applied Business Research,0,46,2,1,1,0,0,0,0,0,0,0,0,0,50,3.9534000000000002,0.03116244
IS,542,"Data, Stat, Info",7,147,79,34,11,7,2,7,0,0,0,0,0,0,294,3.705782312925171,0.1883536396871674
IS,543,Sociotechnical Info Sys,1,15,17,6,3,1,0,0,0,0,0,0,0,0,43,3.675348837209302,0.11119697133585722
IS,543,Sociotechnical Info Systems,2,45,24,17,16,7,1,1,0,0,0,0,0,0,113,3.572654867256637,0.21928852690108855
IS,545,Social Just Info Professions,1,13,4,3,1,1,0,0,0,0,0,0,0,0,23,3.753913043478261,0.13731947069943287
IS,547,Info Srvcs Diverse Populations,0,20,0,0,2,0,0,0,0,0,0,0,0,0,22,3.909090909090909,0.08264462809917356
IS,561,Information Modeling,6,85,52,4,19,1,5,1,0,0,0,0,0,0,173,3.7079768786127167,0.1816115139162685
IS,562,Metadata in Theory & Practice,3,42,84,21,8,2,0,1,0,0,0,0,1,0,162,3.639197530864198,0.09740516673064363
IS,567,Academic Librarianship,38,48,15,5,9,4,2,0,1,0,1,0,0,0,123,3.7456097560975614,0.26016609161213566
IS,569,Financial Management,22,31,20,8,4,0,0,1,0,0,0,0,1,0,87,3.747586206896551,0.11703207730260914
IS,580,Rare Book and Spec Colls,32,115,56,28,25,3,0,0,0,0,0,0,0,1,259,3.744285714285714,0.12370016547159404
IS,581,Adm and Use Archival Materials,25,224,85,26,19,0,0,0,0,0,2,0,0,0,381,3.81503937007874,0.11783129766259533
IS,582,Preserving Info Resources,21,75,40,16,11,6,0,1,1,0,0,0,1,0,172,3.702151162790697,0.1721859351024124
IS,586,Digital Preservation,0,26,77,34,6,0,0,0,1,0,0,0,0,0,144,3.6074999999999995,0.08953263888888888
IS,590,Adult Popular Literature,1,15,6,1,0,0,0,0,0,0,0,0,0,0,23,3.884782608695652,0.03465103969754253
IS,590,Business Analytics,0,37,5,3,0,0,0,0,0,0,0,0,1,0,46,3.8334782608695654,0.04174104134133307
IS,590,Cataloging for School Libs,1,15,4,0,1,0,1,1,0,0,0,0,0,0,23,3.7395652173913048,0.2897606805293006
IS,590,Collection Development,26,20,0,2,0,0,0,0,0,0,0,0,0,0,48,3.9720833333333334,0.017924826388888884
IS,590,Comics: Advising Readers,9,69,16,2,1,0,0,1,0,0,1,0,1,1,100,3.8338000000000005,0.15179933559999995
IS,590,Community Archives,3,10,8,0,0,1,0,0,0,0,0,0,0,0,22,3.819545454545455,0.08744070247933887
IS,590,Data Mining,0,26,12,1,1,0,0,0,0,0,0,0,0,0,40,3.8592500000000003,0.049081937500000006
IS,590,Data Visualization,0,72,39,8,12,1,0,0,0,0,0,0,0,0,132,3.7609090909090908,0.10652644628099173
IS,590,Data Warehousing and BI,0,24,5,1,0,0,0,0,0,0,0,0,0,0,30,3.9226666666666663,0.027132888888888894
IS,590,Digital Humanities,12,6,4,0,1,0,0,0,1,0,0,0,0,0,24,3.8062500000000004,0.24848177083333334
IS,590,Digital Preservation,0,31,18,2,0,0,0,0,0,0,0,0,0,0,51,3.8572549019607845,0.035663052672049216
IS,590,E-Learning,8,6,4,1,1,1,0,0,0,0,0,0,0,0,21,3.7942857142857145,0.1316530612244898
IS,590,Fantasy Lit & Media for Youth,0,44,2,0,2,0,0,0,0,0,0,0,0,0,48,3.9445833333333336,0.043133159722222224
IS,590,Foundations of Data Curation,0,15,4,1,1,0,0,0,0,0,0,0,0,0,21,3.857619047619048,0.0694657596371882
IS,590,Higher Educ and Info Prof'ls,4,18,3,1,1,0,0,0,0,0,0,0,0,0,27,3.9014814814814818,0.05605706447187928
IS,590,History of the Book,0,7,10,4,0,0,0,0,0,0,0,0,0,0,21,3.715238095238096,0.05627256235827663
IS,590,Information Modeling,3,14,1,2,2,0,0,0,0,0,0,0,0,0,22,3.833181818181818,0.10883987603305786
IS,590,Interfaces to Info Systems,6,14,16,2,4,0,0,0,0,0,0,0,0,0,42,3.747142857142857,0.09416326530612247
IS,590,Introduction to Artists Books,2,15,3,0,0,1,0,0,0,0,0,0,0,0,21,3.88952380952381,0.08758548752834468
IS,590,Library and Museum Exhibitions,9,27,3,1,4,0,1,0,0,0,1,0,0,1,46,3.775434782608696,0.30966828922495276
IS,590,Metadata in Theory & Practice,0,19,17,11,3,0,0,1,0,0,1,0,0,1,52,3.596538461538461,0.27547263313609466
IS,590,Network Analysis,1,15,4,1,0,0,0,0,0,0,0,0,0,0,21,3.9052380952380954,0.03313922902494332
IS,590,Progr Analytics & Data Process,0,91,15,8,6,5,0,1,0,0,1,0,0,0,127,3.7798425196850394,0.21191808543617088
IS,590,Project Management,7,7,3,3,1,0,0,0,0,0,0,0,0,0,21,3.8095238095238093,0.09102358276643992
IS,590,Project Management for LIS,20,62,11,5,4,0,2,0,0,0,0,0,0,0,104,3.8623076923076924,0.10623505917159763
IS,590,Rare Book and Spec Colls,0,47,19,7,0,2,0,4,0,0,0,0,0,0,79,3.7263291139240504,0.23838525877263256
IS,590,Rare Book and Special Colls,0,28,1,0,0,0,0,0,0,0,0,0,1,0,30,3.8556666666666666,0.0205923740740741
IS,590,Theory & Prac of Data Cleaning,2,12,6,1,0,0,0,0,0,0,0,0,0,0,21,3.8738095238095234,0.036566439909297054
IS,590,Web Design Construct Organizs,70,45,13,7,4,1,2,0,0,0,0,0,0,0,142,3.875704225352112,0.09655548998214639
IS,590,Youth Reference Services,0,22,8,0,2,0,0,0,0,0,0,0,0,0,32,3.855,0.06870000000000001
ITAL,101,Elementary Italian I,0,214,0,0,148,0,0,88,0,0,22,0,13,7,485,3.088659793814433,0.781793768414317
ITAL,102,Elementary Italian II,0,75,0,0,77,0,0,36,0,0,15,0,5,2,208,2.9711538461538463,0.8254237845641784
ITAL,103,Intermediate Italian I,2,112,10,3,106,2,1,35,0,0,6,0,2,1,279,3.241433691756273,0.570629540384201
ITAL,104,Intermediate Italian II,0,20,0,0,12,0,0,8,0,0,2,0,0,0,42,3.1904761904761907,0.8208616780045351
ITAL,156,Exploring Rome,1,8,11,12,5,3,0,0,1,0,1,0,0,0,42,3.381190476190476,0.3627962018140589
ITAL,200,Intro Italian Literature,0,4,3,6,5,6,1,1,1,0,0,0,0,0,27,3.1114814814814813,0.35317558299039786
ITAL,210,Practical Review Italian,0,55,0,0,15,0,0,3,0,0,0,0,0,0,73,3.712328767123288,0.2871082754738225
ITAL,240,Italy Middle Ages & Renaiss,2,38,24,28,9,2,1,0,0,2,0,0,3,0,109,3.473853211009174,0.24210837849963207
ITAL,413,Dante,0,19,11,13,4,0,0,0,0,1,1,1,0,0,50,3.4932,0.5081817599999999
ITAL,420,Masterpieces Renaiss Lit,0,3,5,7,3,2,0,1,0,0,0,0,0,0,21,3.3333333333333335,0.23291746031746033
ITAL,470,Topics in Italian Cinema,1,5,10,7,2,0,0,0,0,0,0,0,1,0,26,3.4619230769230773,0.10456509444697303
JAPN,201,Elementary Japanese I,27,45,36,19,11,8,5,3,5,3,3,3,5,0,173,3.310693641618497,0.6667043631198847
JAPN,203,Intermediate Japanese I,8,25,27,14,12,20,7,6,4,5,1,3,2,2,134,3.072835820895522,0.7289289733112119
JOUR,199,Getting Started in Journalism,4,6,3,3,2,1,0,1,0,0,0,0,1,0,21,3.412857142857143,0.3121540330417882
JOUR,199,Sports Journalism Today,6,24,7,3,3,2,2,0,0,0,0,0,1,0,48,3.6391666666666667,0.2235715133101852
JOUR,200,Introduction to Journalism,173,739,848,570,471,294,133,74,55,33,27,10,70,7,3497,3.283834715470403,0.4190726181780215
JOUR,205,History of American Journalism,2,60,55,30,53,44,22,35,17,8,21,6,13,1,366,2.7637704918032786,0.8356716978513621
JOUR,250,Journalism Ethics & Diversity,52,116,60,34,38,8,8,13,2,0,2,0,2,0,335,3.554507462686567,0.3503356630649382
JOUR,293,Digital Photography 4 Everyone,30,29,15,6,5,2,2,2,0,0,0,0,0,0,91,3.736593406593407,0.22119388962685665
JOUR,311,Media Law,20,181,87,70,58,7,19,16,0,0,9,0,2,3,469,3.4847547974413646,0.41038947719642754
JOUR,360,The Media and You,7,50,19,7,9,1,0,0,0,0,0,0,0,1,93,3.7710752688172047,0.11942465024858367
JOUR,361,Readings in Sports Journalism,0,25,9,8,23,0,0,2,0,0,3,0,1,0,71,3.3192957746478875,0.4881005682977052
JOUR,405,History of American Journalism,11,101,53,21,111,40,15,52,13,3,25,3,10,2,458,2.934279475982533,0.7658057899461812
JOUR,411,Law and Communications,11,48,0,4,105,0,1,79,0,0,21,0,1,1,270,2.7616666666666667,0.7737812860082306
JOUR,411,Media Law,13,48,12,3,28,0,0,11,0,0,2,0,2,0,119,3.4120168067226895,0.5061226772073139
JOUR,425,Multimedia Editing and Design,1,3,2,3,7,3,1,0,1,0,0,0,1,0,22,3.0154545454545456,0.3486717881292261
JOUR,450,Media and Public Opinion,0,4,1,7,3,5,2,0,0,0,0,0,0,0,22,3.181363636363636,0.2695390495867768
JOUR,452,Great Books of Journalism,0,8,0,0,12,0,0,0,0,0,0,0,2,0,22,3.090909090909091,0.3050338091660406
JOUR,453,Crisis Communications,0,96,35,22,14,4,0,6,0,0,0,0,0,1,177,3.674519774011299,0.22605640780107888
JOUR,460,Broadcast Meteorology,0,7,5,2,6,1,0,0,0,1,1,0,5,0,28,2.714642857142857,0.7940595435495627
JOUR,460,Crisis Communications,0,49,40,16,20,7,2,5,1,0,1,0,3,0,144,3.4173611111111115,0.33339532174318404
JOUR,460,Great Books of Journalism,0,22,0,0,24,0,0,0,0,0,0,0,0,0,46,3.4782608695652173,0.2495274102079395
JOUR,460,The Media and You,0,16,26,12,21,5,1,1,1,0,3,0,0,0,86,3.3108139534883723,0.4236330584099513
JOUR,460,Trumpaganda,0,12,12,2,3,0,0,1,0,0,0,0,2,0,32,3.4281249999999996,0.22610017089843762
JS,355,Soviet Jewish History,4,7,7,2,1,0,0,0,0,0,0,0,0,1,21,3.7785714285714285,0.07764081632653061
KIN,100,Cond & Wt Control,54,116,19,14,15,3,2,2,2,0,0,0,6,3,233,3.696824034334764,0.19605408643947111
KIN,100,Development Activities,113,353,54,30,40,7,2,9,1,2,0,0,3,1,614,3.7911400651465796,0.1809315520744602
KIN,100,Outdoor Adventure,114,43,33,9,12,8,0,2,0,0,0,0,0,1,221,3.8028959276018104,0.1502223828340943
KIN,100,Weight Training I,26,205,30,9,37,3,0,9,1,0,3,1,4,4,328,3.678109756097561,0.32022092236945204
KIN,101,Aerobics I,93,130,40,33,24,10,1,6,1,1,0,0,8,1,347,3.6447262247838617,0.22517295378195018
KIN,101,Dance Activities,77,77,38,24,24,4,8,3,3,1,1,2,3,2,265,3.59011320754717,0.3762390870745649
KIN,102,Bowling,83,200,3,1,5,4,0,3,0,0,1,0,2,1,302,3.904039735099338,0.10790469873082711
KIN,102,Bowling I,154,64,15,8,3,0,1,0,0,1,0,0,1,1,247,3.912348178137652,0.06857639590972939
KIN,102,Individual and Dual Activities,116,309,28,13,11,7,0,3,0,1,0,0,3,1,491,3.8799796334012218,0.09605004873627124
KIN,103,Badminton,17,90,14,6,2,2,2,1,0,0,0,0,2,0,136,3.8041176470588236,0.1262696468552819
KIN,103,Indoor Court Activities,24,24,0,0,1,1,1,0,0,0,0,0,0,0,51,3.9215686274509802,0.10282499038831218
KIN,104,Ice Skating,1,2670,0,0,299,0,0,131,0,0,34,0,44,16,3179,3.736080528468072,0.3137484944686972
KIN,104,Ice Skating I,544,1173,38,20,48,0,4,15,0,0,3,0,18,8,1863,3.897144390767579,0.08276080993775728
KIN,104,Skating Activities,411,3085,53,19,188,1,1,107,1,1,34,0,52,22,3953,3.810215026562105,0.224668229875578
KIN,107,Aqua Aerobics,88,29,6,0,0,2,0,0,0,0,0,0,5,0,130,3.810461538461538,0.05325297405553037
KIN,107,Aquatic Sport Activities,139,98,4,1,4,1,2,1,0,0,0,0,4,2,254,3.8871653543307083,0.06518559483260704
KIN,107,Canoeing,16,6,1,0,1,0,0,0,0,0,0,0,0,0,24,3.9445833333333336,0.043133159722222224
KIN,109,Basketball,27,442,28,14,32,9,2,11,3,0,3,0,4,2,575,3.79144347826087,0.2288836996828799
KIN,109,Team Sport Activities,95,318,32,21,29,7,3,5,1,0,1,1,3,1,516,3.80889534883721,0.1818035252202636
KIN,109,Volleyball,36,66,1,5,8,4,3,1,0,0,1,0,0,0,125,3.78392,0.2636750336
KIN,109,Volleyball I,13,62,1,2,18,0,0,1,0,0,0,0,1,2,98,3.738061224489796,0.18683295831243782
KIN,111,Prescribed Exercise,0,85,0,0,5,0,0,2,0,0,0,0,0,0,92,3.902173913043478,0.131734404536862
KIN,120,Injuries in Sport,73,87,55,55,59,27,18,23,18,6,7,4,12,1,444,3.1751126126126126,0.6675621917479934
KIN,121,Survey of Sports Medicine,6,84,61,45,47,27,14,11,4,8,1,2,4,0,314,3.25187898089172,0.511251349604498
KIN,122,Physical Activity and Health,2108,1939,1479,742,858,376,254,268,123,67,80,23,151,18,8468,3.446204534718942,0.46571781220868447
KIN,125,Intro Kines & Community Health,0,823,0,0,56,0,0,13,0,0,2,0,3,0,897,3.8885172798216274,0.13098107923717792
KIN,125,Orientation KIN & Comm Health,0,757,0,0,40,0,0,8,0,0,2,0,4,0,811,3.903822441430333,0.10547328213897118
KIN,130,Analysis of Basic Movement,82,564,303,183,117,42,26,11,8,1,0,3,6,0,1346,3.6165081723625563,0.24246047566531426
KIN,131,Movement Skills-Fitness,5,134,8,2,6,0,0,0,0,0,0,0,1,0,156,3.9103846153846153,0.04631454540282203
KIN,132,Movement Skills-Swimming,15,28,5,1,3,0,0,0,0,0,0,0,0,0,52,3.897692307692308,0.0663292899408284
KIN,133,Movement Skills-Dance,4,70,11,16,12,1,2,1,2,0,0,0,0,0,119,3.6833613445378153,0.2575954240519737
KIN,135,Movement Skills-Field,12,29,16,12,4,2,1,0,0,0,0,0,0,1,76,3.715131578947368,0.1485328774238227
KIN,136,Movement Skills-Racquet,0,58,6,4,0,0,0,0,0,0,0,0,2,0,70,3.8191428571428574,0.042680632069970796
KIN,140,Social Sci of Human Movement,20,314,552,378,341,344,151,93,64,26,18,6,43,2,2350,3.090795744680851,0.45461447810125305
KIN,142,Contemporary Issues in Sport,159,2676,194,67,513,48,14,165,17,5,50,10,76,16,3994,3.604559339008513,0.41085829350919134
KIN,150,Bioscience of Human Movement,4,974,9,4,789,1,2,315,1,0,76,0,34,6,2209,3.187120869171571,0.67340051966855
KIN,160,Introduction to Kinesiology,25,19,17,5,5,5,0,2,1,2,1,1,1,0,84,3.4927380952380958,0.5702648909067596
KIN,199,UG Open Seminar: Brain Injury,2,7,3,3,4,0,1,1,0,0,1,0,0,0,22,3.3786363636363634,0.5894663223140495
KIN,199,Undergraduate Open Seminar,0,47,10,0,9,1,0,0,0,0,0,0,0,0,67,3.796567164179104,0.13559866339942084
KIN,201,Phys Act Research Meas & Meth,0,46,0,0,6,0,0,3,0,0,0,0,0,0,55,3.7818181818181817,0.27966942148760326
KIN,201,Phys Activity Research Methods,17,154,29,38,21,17,4,9,1,2,0,0,8,2,300,3.5233666666666665,0.32887732774814815
KIN,239,Coaching Strategies,80,253,105,79,123,36,27,24,12,3,5,0,1,3,748,3.4565240641711226,0.4271796844393729
KIN,240,Soc & Psych of Phys Activity,0,204,155,89,67,54,22,14,8,2,5,2,6,0,628,3.3885668789808916,0.4043031803043391
KIN,247,Intro to Sport Psychology,6,3860,150,98,815,36,29,247,14,6,57,9,93,13,5420,3.604782287822878,0.40081023915824493
KIN,249,Sport & Modern Society,1716,1509,484,333,494,147,99,142,39,22,45,18,115,13,5163,3.5494441216347083,0.40994732593051814
KIN,257,"Coordination, Control & Skill",54,275,305,232,241,153,68,39,14,5,2,2,3,1,1393,3.3088513998564246,0.3562171353056532
KIN,259,Motor Development and Control,7,46,60,51,71,60,25,38,12,6,5,1,3,0,385,2.9692727272727275,0.5320006617580767
KIN,262,"Motor Develop, Growth & Form",46,423,362,296,362,169,118,75,51,19,17,5,18,1,1961,3.2040693523712394,0.4813893111175899
KIN,268,Children's Movement,122,487,161,91,92,18,5,12,3,0,2,0,4,3,997,3.7077432296890676,0.20291573002766292
KIN,340,Soc & Psych of Phys Activity,0,405,407,257,224,154,84,48,26,11,7,4,10,2,1637,3.3061270616982292,0.41040835924876795
KIN,346,Case Study: Endless Summer,0,18,0,0,2,0,0,1,0,0,0,0,0,0,21,3.8095238095238093,0.2494331065759637
KIN,352,Bioenergetics of Movement,0,623,4,7,710,0,4,267,0,0,44,0,20,2,1679,3.125259082787373,0.612665500659969
KIN,355,Biomechanics of Human Movement,87,340,288,278,266,147,91,81,43,16,12,14,8,0,1671,3.2134590065828843,0.5280407280945791
KIN,360,Adapted Physical Education,0,18,22,6,2,0,0,0,0,0,0,0,0,0,48,3.723333333333333,0.07114722222222221
KIN,361,Curriculum in Grades K-6,0,26,4,8,8,0,0,0,0,0,2,0,0,0,48,3.5691666666666664,0.4399409722222222
KIN,365,Civic Engagement in Wellness,36,116,18,4,9,0,0,2,0,0,0,0,0,2,185,3.8831351351351353,0.09853611687363038
KIN,369,Coaching Strategies,68,419,87,58,110,37,8,23,1,3,6,0,7,2,827,3.5858766626360334,0.3461282458792318
KIN,387,Exper in the Agency Setting,189,38,6,6,2,1,1,1,0,1,0,0,3,0,248,3.888427419354839,0.0830108197853903
KIN,401,Measure & Eval in Kinesiology,0,336,203,112,108,43,20,10,16,4,0,1,22,3,875,3.428674285714286,0.32737360034974217
KIN,442,"Body, Culture & Society",0,44,22,8,1,0,0,0,1,0,2,0,0,0,78,3.7185897435897437,0.3107557034845496
KIN,443,Psychophysiology in Ex & Sport,0,509,2,35,30,2,9,6,0,0,1,0,2,0,596,3.840939597315436,0.15936684537760407
KIN,444,Physical Activity Epidemiology,0,28,0,0,1,0,0,0,0,0,0,0,0,0,29,3.9655172413793105,0.03329369797859691
KIN,447,Psych of Sport Performance,2,43,38,16,18,14,5,3,0,1,1,0,3,0,144,3.3618055555555553,0.3583563942740484
KIN,448,Exercise & Health Psychology,2,401,45,7,180,3,2,51,0,1,16,0,7,1,715,3.457986013986014,0.5206999006289227
KIN,451,Skeletal Muscle Physiology,1,65,4,6,34,2,1,5,0,0,0,0,0,0,118,3.5451694915254235,0.3308893780522838
KIN,452,Clin & Applied Ex Physiology,0,57,0,3,32,1,0,3,0,0,0,0,1,0,97,3.532577319587629,0.3035417850643111
KIN,453,Nutrition for Performance,58,85,0,13,21,1,2,6,2,0,2,0,0,0,190,3.69978947368421,0.3679799556786703
